Anzahl Module;Lynx Home F Plus+ LX F6.6-H Serie Speicherturm;Lynx Home F Plus+ LX F9.8-H Serie Speicherturm;Lynx Home F Plus+ LX F13.1-H Serie Speicherturm;Lynx Home F Plus+ LX F16.4-H Serie Speicherturm;Lynx Big-Battery GW60KW-D-10C Serie;PowerOcean LiFePO4 5,1 kWh Speicherturm;PowerOcean LiFePO4 10,2 kWh Speicherturm;PowerOcean LiFePO4 15,3 kWh Speicherturm;Vitocharge VX3 A5 5,0 kWh Speicherturm;Vitocharge VX3 A10 10,0 kWh Speicherturm;Vitocharge VX3 A15 15,0 kWh Speicherturm;SBH-100 10 kWh LiFePO4 Stromspeicher;SBH-150 15 kWh LiFePO4 Stromspeicher;SBH-200 20 kWh LiFePO4 Stromspeicher;SBH-250 25 kWh LiFePO4 Stromspeicher;SBH-300 30 kWh LiFePO4 Stromspeicher;SBH-350 35 kWh LiFePO4 Stromspeicher;SBH-400 40 kWh LiFePO4 Stromspeicher;LUNA2000-5-SO 5 kWh Stromspeicher;LUNA2000-10-SO 10 kWh Stromspeicher;LUNA2000-15-SO 15 kWh Stromspeicher;LUNA2000-20-SO 20 kWh Stromspeicher;LUNA2000-25-SO 25 kWh Stromspeicher;LUNA2000-30-SO 30 kWh Stromspeicher;ECS4100 -H2 8,06 kWh Stromspeicher;ECS4100 -H3 12,09 kWh Stromspeicher;ECS4100 -H4 16,12 kWh Stromspeicher;ECS4100 -H5 20,15 kWh Stromspeicher;ECS4100 -H6 24,18 kWh Stromspeicher;ECS4100 -H7 28,21 kWh Stromspeicher;LUNA2000-7-S1-7kWh Stromspeicher;LUNA2000-14-S1-14kWh Stromspeicher;LUNA2000-21-S1-21kWh Stromspeicher;Storion SMILE-G3-T10 3,65 kWh;Storion SMILE-G3-T10 7,30 kWh;Storion SMILE-G3-T10 10,95 kWh;Storion SMILE-G3-T10 14,60 kWh;Storion SMILE-G3-T10 18,25 kWh;Storion SMILE-G3-T10 21,90 kWh;Ohne Speicher
7,00;13711,80;14311,80;14911,80;15511,80;23911,80;15100,00;17600,00;20100,00;14211,80;16911,80;19611,80;14161,80;16061,80;17961,80;19861,80;21761,80;23661,80;25561,80;16011,80;18311,80;20611,80;22911,80;25211,80;27511,80;15411,80;17111,80;18811,80;20511,80;22211,80;23911,80;18311,80;21211,80;24111,80;14501,00;15687,85;16874,70;18061,55;19248,40;20435,25;10711,80
8,00;13911,80;14511,80;15111,80;15711,80;24111,80;15480,00;17980,00;20480,00;14411,80;17111,80;19811,80;14361,80;16261,80;18161,80;20061,80;21961,80;23861,80;25761,80;16211,80;18511,80;20811,80;23111,80;25411,80;27711,80;15611,80;17311,80;19011,80;20711,80;22411,80;24111,80;18511,80;21411,80;24311,80;14857,00;16043,85;17230,70;18417,55;19604,40;20791,25;10911,80
9,00;14111,80;14711,80;15311,80;15911,80;24311,80;15860,00;18360,00;20860,00;14911,80;17611,80;20311,80;14561,80;16461,80;18361,80;20261,80;22161,80;24061,80;25961,80;16411,80;18711,80;21011,80;23311,80;25611,80;27911,80;15811,80;17511,80;19211,80;20911,80;22611,80;24311,80;18711,80;21611,80;24511,80;15213,00;16399,85;17586,70;18773,55;19960,40;21147,25;11111,80
10,00;14311,80;14911,80;15511,80;16111,80;24511,80;16240,00;18740,00;21240,00;15111,80;17811,80;20511,80;14761,80;16661,80;18561,80;20461,80;22361,80;24261,80;26161,80;16611,80;18911,80;21211,80;23511,80;25811,80;28111,80;16011,80;17711,80;19411,80;21111,80;22811,80;24511,80;18911,80;21811,80;24711,80;15569,00;16755,85;17942,70;19129,55;20316,40;21503,25;11311,80
11,00;14511,80;15111,80;15711,80;16311,80;24711,80;16620,00;19120,00;21620,00;15311,80;18011,80;20711,80;14961,80;16861,80;18761,80;20661,80;22561,80;24461,80;26361,80;16811,80;19111,80;21411,80;23711,80;26011,80;28311,80;16211,80;17911,80;19611,80;21311,80;23011,80;24711,80;19111,80;22011,80;24911,80;15946,00;17132,85;18319,70;19506,55;20693,40;21880,25;11511,80
12,00;14711,80;15311,80;15911,80;16511,80;24911,80;17000,00;19500,00;22000,00;15811,80;18511,80;21211,80;15161,80;17061,80;18961,80;20861,80;22761,80;24661,80;26561,80;17011,80;19311,80;21611,80;23911,80;26211,80;28511,80;16411,80;18111,80;19811,80;21511,80;23211,80;24911,80;19311,80;22211,80;25111,80;16112,00;17298,85;18485,70;19672,55;20859,40;22046,25;11711,80
13,00;14942,50;15542,50;16142,50;16742,50;25142,50;17380,00;19880,00;22380,00;16011,80;18711,80;21411,80;15392,50;17292,50;19192,50;21092,50;22992,50;24892,50;26792,50;17242,50;19542,50;21842,50;24142,50;26442,50;28742,50;16642,50;18342,50;20042,50;21742,50;23442,50;25142,50;19542,50;22442,50;25342,50;16468,00;17654,85;18841,70;20028,55;21215,40;22402,25;11942,50
14,00;15142,50;15742,50;16342,50;16942,50;25342,50;17760,00;20260,00;22760,00;16211,80;18911,80;21611,80;15592,50;17492,50;19392,50;21292,50;23192,50;25092,50;26992,50;17442,50;19742,50;22042,50;24342,50;26642,50;28942,50;16842,50;18542,50;20242,50;21942,50;23642,50;25342,50;19742,50;22642,50;25542,50;16824,00;18010,85;19197,70;20384,55;21571,40;22758,25;12142,50
15,00;15842,50;16442,50;17042,50;17642,50;26042,50;18140,00;20640,00;23140,00;16711,80;19411,80;22111,80;15792,50;17692,50;19592,50;21492,50;23392,50;25292,50;27192,50;18142,50;20442,50;22742,50;25042,50;27342,50;29642,50;17542,50;19242,50;20942,50;22642,50;24342,50;26042,50;20442,50;23342,50;26242,50;17180,00;18366,85;19553,70;20740,55;21927,40;23114,25;12842,50
16,00;16042,50;16642,50;17242,50;17842,50;26242,50;18520,00;21020,00;23520,00;16936,80;19636,80;22336,80;15992,50;17892,50;19792,50;21692,50;23592,50;25492,50;27392,50;18342,50;20642,50;22942,50;25242,50;27542,50;29842,50;17742,50;19442,50;21142,50;22842,50;24542,50;26242,50;20642,50;23542,50;26442,50;17512,00;18698,85;19885,70;21072,55;22259,40;23446,25;13042,50
17,00;16255,30;16855,30;17455,30;18055,30;26455,30;19400,00;21900,00;24400,00;17241,80;19941,80;22641,80;16505,50;18405,50;20305,50;22205,50;24105,50;26005,50;27905,50;18555,30;20855,30;23155,30;25455,30;27755,30;30055,30;17955,30;19655,30;21355,30;23055,30;24755,30;26455,30;20855,30;23755,30;26655,30;17868,00;19054,85;20241,70;21428,55;22615,40;23802,25;13255,30
18,00;16455,30;17055,30;17655,30;18255,30;26655,30;19780,00;22280,00;24780,00;17546,80;20246,80;22946,80;16905,30;18805,30;20705,30;22605,30;24505,30;26405,30;28305,30;18755,30;21055,30;23355,30;25655,30;27955,30;30255,30;18155,30;19855,30;21555,30;23255,30;24955,30;26655,30;21055,30;23955,30;26855,30;18224,00;19410,85;20597,70;21784,55;22971,40;24158,25;13455,30
19,00;16655,30;17255,30;17855,30;18455,30;26855,30;20160,00;22660,00;25160,00;17851,80;20551,80;23251,80;17105,30;19005,30;20905,30;22805,30;24705,30;26605,30;28505,30;18955,30;21255,30;23555,30;25855,30;28155,30;30455,30;18355,30;20055,30;21755,30;23455,30;25155,30;26855,30;21255,30;24155,30;27055,30;18580,00;19766,85;20953,70;22140,55;23327,40;24514,25;13655,30
20,00;16855,30;17455,30;18055,30;18655,30;27055,30;20540,00;23040,00;25540,00;18156,80;20856,80;23556,80;17305,30;19205,30;21105,30;23005,30;24905,30;26805,30;28705,30;19155,30;21455,30;23755,30;26055,30;28355,30;30655,30;18555,30;20255,30;21955,30;23655,30;25355,30;27055,30;21455,30;24355,30;27255,30;18958,00;20144,85;21331,70;22518,55;23705,40;24892,25;13855,30
21,00;17113,50;17713,50;18313,50;18913,50;27313,50;20920,00;23420,00;25920,00;18461,80;21161,80;23861,80;17563,50;19463,50;21363,50;23263,50;25163,50;27063,50;28963,50;19413,50;21713,50;24013,50;26313,50;28613,50;30913,50;18813,50;20513,50;22213,50;23913,50;25613,50;27313,50;21713,50;24613,50;27513,50;19314,00;20500,85;21687,70;22874,55;24061,40;25248,25;14113,50
22,00;17313,50;17913,50;18513,50;19113,50;27513,50;21300,00;23800,00;26300,00;18766,80;21466,80;24166,80;17763,50;19663,50;21563,50;23463,50;25363,50;27263,50;29163,50;19613,50;21913,50;24213,50;26513,50;28813,50;31113,50;19013,50;20713,50;22413,50;24113,50;25813,50;27513,50;21913,50;24813,50;27713,50;19670,00;20856,85;22043,70;23230,55;24417,40;25604,25;14313,50
23,00;17713,50;18313,50;18913,50;19513,50;27913,50;21680,00;24180,00;26680,00;19071,80;21771,80;24471,80;18163,50;20063,50;21963,50;23863,50;25763,50;27663,50;29563,50;20013,50;22313,50;24613,50;26913,50;29213,50;31513,50;19413,50;21113,50;22813,50;24513,50;26213,50;27913,50;22313,50;25213,50;28113,50;20026,00;21212,85;22399,70;23586,55;24773,40;25960,25;14713,50
24,00;17913,50;18513,50;19113,50;19713,50;28113,50;22060,00;24560,00;27060,00;19376,80;22076,80;24776,80;18363,50;20263,50;22163,50;24063,50;25963,50;27863,50;29763,50;20213,50;22513,50;24813,50;27113,50;29413,50;31713,50;19613,50;21313,50;23013,50;24713,50;26413,50;28113,50;22513,50;25413,50;28313,50;20382,00;21568,85;22755,70;23942,55;25129,40;26316,25;14913,50
25,00;18113,50;18713,50;19313,50;19913,50;28313,50;22440,00;24940,00;27440,00;19681,80;22381,80;25081,80;18563,50;20463,50;22363,50;24263,50;26163,50;28063,50;29963,50;20413,50;22713,50;25013,50;27313,50;29613,50;31913,50;19813,50;21513,50;23213,50;24913,50;26613,50;28313,50;22713,50;25613,50;28513,50;20738,00;21924,85;23111,70;24298,55;25485,40;26672,25;15113,50
26,00;18613,50;19213,50;19813,50;20413,50;28813,50;22820,00;25320,00;27820,00;19986,80;22686,80;25386,80;19063,50;20963,50;22863,50;24763,50;26663,50;28563,50;30463,50;20913,50;23213,50;25513,50;27813,50;30113,50;32413,50;20313,50;22013,50;23713,50;25413,50;27113,50;28813,50;23213,50;26113,50;29013,50;21485,00;22671,85;23858,70;25045,55;26232,40;27419,25;15613,50
27,00;18813,50;19413,50;20013,50;20613,50;29013,50;23200,00;25700,00;28200,00;20291,80;22991,80;25691,80;19263,50;21163,50;23063,50;24963,50;26863,50;28763,50;30663,50;21113,50;23413,50;25713,50;28013,50;30313,50;32613,50;20513,50;22213,50;23913,50;25613,50;27313,50;29013,50;23413,50;26313,50;29213,50;21841,00;23027,85;24214,70;25401,55;26588,40;27775,25;15813,50
28,00;19227,10;19827,10;20427,10;21027,10;29427,10;23580,00;26080,00;28580,00;20596,80;23296,80;25996,80;19677,10;21577,10;23477,10;25377,10;27277,10;29177,10;31077,10;21527,10;23827,10;26127,10;28427,10;30727,10;33027,10;20927,10;22627,10;24327,10;26027,10;27727,10;29427,10;23827,10;26727,10;29627,10;22100,07;23286,92;24473,77;25660,62;26847,47;28034,32;16227,10
29,00;19427,10;20027,10;20627,10;21227,10;29627,10;23960,00;26460,00;28960,00;20901,80;23601,80;26301,80;19877,10;21777,10;23677,10;25577,10;27477,10;29377,10;31277,10;21727,10;24027,10;26327,10;28627,10;30927,10;33227,10;21127,10;22827,10;24527,10;26227,10;27927,10;29627,10;24027,10;26927,10;29827,10;22496,12;23682,97;24869,82;26056,67;27243,52;28430,37;16427,10
30,00;19627,10;20227,10;20827,10;21427,10;29827,10;24340,00;26840,00;29340,00;21206,80;23906,80;26606,80;20077,10;21977,10;23877,10;25777,10;27677,10;29577,10;31477,10;21927,10;24227,10;26527,10;28827,10;31127,10;33427,10;21327,10;23027,10;24727,10;26427,10;28127,10;29827,10;24227,10;27127,10;30027,10;22892,16;24079,01;25265,86;26452,71;27639,56;28826,41;16627,10
31,00;19827,10;20427,10;21027,10;21627,10;30027,10;24720,00;27220,00;29720,00;21511,80;24211,80;26911,80;20277,10;22177,10;24077,10;25977,10;27877,10;29777,10;31677,10;22127,10;24427,10;26727,10;29027,10;31327,10;33627,10;21527,10;23227,10;24927,10;26627,10;28327,10;30027,10;24427,10;27327,10;30227,10;23288,21;24475,06;25661,91;26848,76;28035,61;29222,46;16827,10
32,00;20027,10;20627,10;21227,10;21827,10;30227,10;25100,00;27600,00;30100,00;21816,80;24516,80;27216,80;20477,10;22377,10;24277,10;26177,10;28077,10;29977,10;31877,10;22327,10;24627,10;26927,10;29227,10;31527,10;33827,10;21727,10;23427,10;25127,10;26827,10;28527,10;30227,10;24627,10;27527,10;30427,10;23684,26;24871,11;26057,96;27244,81;28431,66;29618,51;17027,10
33,00;20727,10;21327,10;21927,10;22527,10;30927,10;25480,00;27980,00;30480,00;22121,80;24821,80;27521,80;21177,10;23077,10;24977,10;26877,10;28777,10;30677,10;32577,10;23027,10;25327,10;27627,10;29927,10;32227,10;34527,10;22427,10;24127,10;25827,10;27527,10;29227,10;30927,10;25327,10;28227,10;31127,10;24080,31;25267,16;26454,01;27640,86;28827,71;30014,56;17727,10
34,00;20927,10;21527,10;22127,10;22727,10;31127,10;25860,00;28360,00;30860,00;22426,80;25126,80;27826,80;21377,10;23277,10;25177,10;27077,10;28977,10;30877,10;32777,10;23227,10;25527,10;27827,10;30127,10;32427,10;34727,10;22627,10;24327,10;26027,10;27727,10;29427,10;31127,10;25527,10;28427,10;31327,10;24476,36;25663,21;26850,06;28036,91;29223,76;30410,61;17927,10
35,00;21627,10;22227,10;22827,10;23427,10;31827,10;26240,00;28740,00;31240,00;22731,80;25431,80;28131,80;22077,10;23977,10;25877,10;27777,10;29677,10;31577,10;33477,10;23927,10;26227,10;28527,10;30827,10;33127,10;35427,10;23327,10;25027,10;26727,10;28427,10;30127,10;31827,10;26227,10;29127,10;32027,10;24872,41;26059,26;27246,11;28432,96;29619,81;30806,66;18627,10
36,00;21827,10;22427,10;23027,10;23627,10;32027,10;26620,00;29120,00;31620,00;23036,80;25736,80;28436,80;22277,10;24177,10;26077,10;27977,10;29877,10;31777,10;33677,10;24127,10;26427,10;28727,10;31027,10;33327,10;35627,10;23527,10;25227,10;26927,10;28627,10;30327,10;32027,10;26427,10;29327,10;32227,10;25268,45;26455,30;27642,15;28829,00;30015,85;31202,70;18827,10
37,00;22068,76;22668,76;23268,76;23868,76;32268,76;27000,00;29500,00;32000,00;23341,80;26041,80;28741,80;22518,76;24418,76;26318,76;28218,76;30118,76;32018,76;33918,76;24368,76;26668,76;28968,76;31268,76;33568,76;35868,76;23768,76;25468,76;27168,76;28868,76;30568,76;32268,76;26668,76;29568,76;32468,76;25664,50;26851,35;28038,20;29225,05;30411,90;31598,75;19068,76
38,00;22410,43;23010,43;23610,43;24210,43;32610,43;27380,00;29880,00;32380,00;23646,80;26346,80;29046,80;22860,43;24760,43;26660,43;28560,43;30460,43;32360,43;34260,43;24710,43;27010,43;29310,43;31610,43;33910,43;36210,43;24110,43;25810,43;27510,43;29210,43;30910,43;32610,43;27010,43;29910,43;32810,43;26060,55;27247,40;28434,25;29621,10;30807,95;31994,80;19410,43
39,00;22752,10;23352,10;23952,10;24552,10;32952,10;27760,00;30260,00;32760,00;23951,80;26651,80;29351,80;23202,10;25102,10;27002,10;28902,10;30802,10;32702,10;34602,10;25052,10;27352,10;29652,10;31952,10;34252,10;36552,10;24452,10;26152,10;27852,10;29552,10;31252,10;32952,10;27352,10;30252,10;33152,10;26456,60;27643,45;28830,30;30017,15;31204,00;32390,85;19752,10
40,00;23093,76;23693,76;24293,76;24893,76;33293,76;28140,00;30640,00;33140,00;24256,80;26956,80;29656,80;23543,76;25443,76;27343,76;29243,76;31143,76;33043,76;34943,76;25393,76;27693,76;29993,76;32293,76;34593,76;36893,76;24793,76;26493,76;28193,76;29893,76;31593,76;33293,76;27693,76;30593,76;33493,76;26852,65;28039,50;29226,35;30413,20;31600,05;32786,90;20093,76
41,00;23435,43;24035,43;24635,43;25235,43;33635,43;28520,00;31020,00;33520,00;24561,80;27261,80;29961,80;23885,43;25785,43;27685,43;29585,43;31485,43;33385,43;35285,43;25735,43;28035,43;30335,43;32635,43;34935,43;37235,43;25135,43;26835,43;28535,43;30235,43;31935,43;33635,43;28035,43;30935,43;33835,43;27248,70;28435,55;29622,40;30809,25;31996,10;33182,95;20435,43
42,00;23777,10;24377,10;24977,10;25577,10;33977,10;28900,00;31400,00;33900,00;24866,80;27566,80;30266,80;24227,10;26127,10;28027,10;29927,10;31827,10;33727,10;35627,10;26077,10;28377,10;30677,10;32977,10;35277,10;37577,10;25477,10;27177,10;28877,10;30577,10;32277,10;33977,10;28377,10;31277,10;34177,10;27644,75;28831,60;30018,45;31205,30;32392,15;33579,00;20777,10
43,00;24118,76;24718,76;25318,76;25918,76;34318,76;29280,00;31780,00;34280,00;25171,80;27871,80;30571,80;24568,76;26468,76;28368,76;30268,76;32168,76;34068,76;35968,76;26418,76;28718,76;31018,76;33318,76;35618,76;37918,76;25818,76;27518,76;29218,76;30918,76;32618,76;34318,76;28718,76;31618,76;34518,76;28040,79;29227,64;30414,49;31601,34;32788,19;33975,04;21118,76
44,00;24460,43;25060,43;25660,43;26260,43;34660,43;29660,00;32160,00;34660,00;25476,80;28176,80;30876,80;24910,43;26810,43;28710,43;30610,43;32510,43;34410,43;36310,43;26760,43;29060,43;31360,43;33660,43;35960,43;38260,43;26160,43;27860,43;29560,43;31260,43;32960,43;34660,43;29060,43;31960,43;34860,43;28436,84;29623,69;30810,54;31997,39;33184,24;34371,09;21460,43
45,00;24802,10;25402,10;26002,10;26602,10;35002,10;30040,00;32540,00;35040,00;25781,80;28481,80;31181,80;25252,10;27152,10;29052,10;30952,10;32852,10;34752,10;36652,10;27102,10;29402,10;31702,10;34002,10;36302,10;38602,10;26502,10;28202,10;29902,10;31602,10;33302,10;35002,10;29402,10;32302,10;35202,10;28832,89;30019,74;31206,59;32393,44;33580,29;34767,14;21802,10
46,00;25143,76;25743,76;26343,76;26943,76;35343,76;30420,00;32920,00;35420,00;26086,80;28786,80;31486,80;25593,76;27493,76;29393,76;31293,76;33193,76;35093,76;36993,76;27443,76;29743,76;32043,76;34343,76;36643,76;38943,76;26843,76;28543,76;30243,76;31943,76;33643,76;35343,76;29743,76;32643,76;35543,76;29228,94;30415,79;31602,64;32789,49;33976,34;35163,19;22143,76
47,00;25467,25;26067,25;26667,25;27267,25;35667,25;30800,00;33300,00;35800,00;26391,80;29091,80;31791,80;25917,25;27817,25;29717,25;31617,25;33517,25;35417,25;37317,25;27767,25;30067,25;32367,25;34667,25;36967,25;39267,25;27167,25;28867,25;30567,25;32267,25;33967,25;35667,25;30067,25;32967,25;35867,25;29624,99;30811,84;31998,69;33185,54;34372,39;35559,24;22467,25
48,00;25804,37;26404,37;27004,37;27604,37;36004,37;31180,00;33680,00;36180,00;26696,80;29396,80;32096,80;26254,37;28154,37;30054,37;31954,37;33854,37;35754,37;37654,37;28104,37;30404,37;32704,37;35004,37;37304,37;39604,37;27504,37;29204,37;30904,37;32604,37;34304,37;36004,37;30404,37;33304,37;36204,37;30021,04;31207,89;32394,74;33581,59;34768,44;35955,29;22804,37
49,00;26141,49;26741,49;27341,49;27941,49;36341,49;31560,00;34060,00;36560,00;27001,80;29701,80;32401,80;26591,49;28491,49;30391,49;32291,49;34191,49;36091,49;37991,49;28441,49;30741,49;33041,49;35341,49;37641,49;39941,49;27841,49;29541,49;31241,49;32941,49;34641,49;36341,49;30741,49;33641,49;36541,49;30417,08;31603,93;32790,78;33977,63;35164,48;36351,33;23141,49
50,00;26478,61;27078,61;27678,61;28278,61;36678,61;31940,00;34440,00;36940,00;27306,80;30006,80;32706,80;26928,61;28828,61;30728,61;32628,61;34528,61;36428,61;38328,61;28778,61;31078,61;33378,61;35678,61;37978,61;40278,61;28178,61;29878,61;31578,61;33278,61;34978,61;36678,61;31078,61;33978,61;36878,61;30813,13;31999,98;33186,83;34373,68;35560,53;36747,38;23478,61
51,00;26815,73;27415,73;28015,73;28615,73;37015,73;32320,00;34820,00;37320,00;27611,80;30311,80;33011,80;27265,73;29165,73;31065,73;32965,73;34865,73;36765,73;38665,73;29115,73;31415,73;33715,73;36015,73;38315,73;40615,73;28515,73;30215,73;31915,73;33615,73;35315,73;37015,73;31415,73;34315,73;37215,73;31209,18;32396,03;33582,88;34769,73;35956,58;37143,43;23815,73
52,00;27152,85;27752,85;28352,85;28952,85;37352,85;32700,00;35200,00;37700,00;27916,80;30616,80;33316,80;27602,85;29502,85;31402,85;33302,85;35202,85;37102,85;39002,85;29452,85;31752,85;34052,85;36352,85;38652,85;40952,85;28852,85;30552,85;32252,85;33952,85;35652,85;37352,85;31752,85;34652,85;37552,85;31605,23;32792,08;33978,93;35165,78;36352,63;37539,48;24152,85
53,00;27489,97;28089,97;28689,97;29289,97;37689,97;33080,00;35580,00;38080,00;28221,80;30921,80;33621,80;27939,97;29839,97;31739,97;33639,97;35539,97;37439,97;39339,97;29789,97;32089,97;34389,97;36689,97;38989,97;41289,97;29189,97;30889,97;32589,97;34289,97;35989,97;37689,97;32089,97;34989,97;37889,97;32001,28;33188,13;34374,98;35561,83;36748,68;37935,53;24489,97
54,00;27827,10;28427,10;29027,10;29627,10;38027,10;33460,00;35960,00;38460,00;28526,80;31226,80;33926,80;28277,10;30177,10;32077,10;33977,10;35877,10;37777,10;39677,10;30127,10;32427,10;34727,10;37027,10;39327,10;41627,10;29527,10;31227,10;32927,10;34627,10;36327,10;38027,10;32427,10;35327,10;38227,10;32397,33;33584,18;34771,03;35957,88;37144,73;38331,58;24827,10
55,00;28164,22;28764,22;29364,22;29964,22;38364,22;33840,00;36340,00;38840,00;28831,80;31531,80;34231,80;28614,22;30514,22;32414,22;34314,22;36214,22;38114,22;40014,22;30464,22;32764,22;35064,22;37364,22;39664,22;41964,22;29864,22;31564,22;33264,22;34964,22;36664,22;38364,22;32764,22;35664,22;38564,22;32793,38;33980,23;35167,08;36353,93;37540,78;38727,63;25164,22
56,00;28501,34;29101,34;29701,34;30301,34;38701,34;34220,00;36720,00;39220,00;29136,80;31836,80;34536,80;28951,34;30851,34;32751,34;34651,34;36551,34;38451,34;40351,34;30801,34;33101,34;35401,34;37701,34;40001,34;42301,34;30201,34;31901,34;33601,34;35301,34;37001,34;38701,34;33101,34;36001,34;38901,34;33189,42;34376,27;35563,12;36749,97;37936,82;39123,67;25501,34
57,00;28838,46;29438,46;30038,46;30638,46;39038,46;34600,00;37100,00;39600,00;29441,80;32141,80;34841,80;29288,46;31188,46;33088,46;34988,46;36888,46;38788,46;40688,46;31138,46;33438,46;35738,46;38038,46;40338,46;42638,46;30538,46;32238,46;33938,46;35638,46;37338,46;39038,46;33438,46;36338,46;39238,46;33585,47;34772,32;35959,17;37146,02;38332,87;39519,72;25838,46
58,00;29175,58;29775,58;30375,58;30975,58;39375,58;34980,00;37480,00;39980,00;29746,80;32446,80;35146,80;29625,58;31525,58;33425,58;35325,58;37225,58;39125,58;41025,58;31475,58;33775,58;36075,58;38375,58;40675,58;42975,58;30875,58;32575,58;34275,58;35975,58;37675,58;39375,58;33775,58;36675,58;39575,58;33981,52;35168,37;36355,22;37542,07;38728,92;39915,77;26175,58
59,00;29512,70;30112,70;30712,70;31312,70;39712,70;35360,00;37860,00;40360,00;30051,80;32751,80;35451,80;29962,70;31862,70;33762,70;35662,70;37562,70;39462,70;41362,70;31812,70;34112,70;36412,70;38712,70;41012,70;43312,70;31212,70;32912,70;34612,70;36312,70;38012,70;39712,70;34112,70;37012,70;39912,70;34377,57;35564,42;36751,27;37938,12;39124,97;40311,82;26512,70
60,00;29849,82;30449,82;31049,82;31649,82;40049,82;35740,00;38240,00;40740,00;30356,80;33056,80;35756,80;30299,82;32199,82;34099,82;35999,82;37899,82;39799,82;41699,82;32149,82;34449,82;36749,82;39049,82;41349,82;43649,82;31549,82;33249,82;34949,82;36649,82;38349,82;40049,82;34449,82;37349,82;40249,82;34773,62;35960,47;37147,32;38334,17;39521,02;40707,87;26849,82
61,00;30186,94;30786,94;31386,94;31986,94;40386,94;36120,00;38620,00;41120,00;30661,80;33361,80;36061,80;30636,94;32536,94;34436,94;36336,94;38236,94;40136,94;42036,94;32486,94;34786,94;37086,94;39386,94;41686,94;43986,94;31886,94;33586,94;35286,94;36986,94;38686,94;40386,94;34786,94;37686,94;40586,94;35169,67;36356,52;37543,37;38730,22;39917,07;41103,92;27186,94
62,00;30524,06;31124,06;31724,06;32324,06;40724,06;36500,00;39000,00;41500,00;30966,80;33666,80;36366,80;30974,06;32874,06;34774,06;36674,06;38574,06;40474,06;42374,06;32824,06;35124,06;37424,06;39724,06;42024,06;44324,06;32224,06;33924,06;35624,06;37324,06;39024,06;40724,06;35124,06;38024,06;40924,06;35565,72;36752,57;37939,42;39126,27;40313,12;41499,97;27524,06
63,00;30861,18;31461,18;32061,18;32661,18;41061,18;36880,00;39380,00;41880,00;31271,80;33971,80;36671,80;31311,18;33211,18;35111,18;37011,18;38911,18;40811,18;42711,18;33161,18;35461,18;37761,18;40061,18;42361,18;44661,18;32561,18;34261,18;35961,18;37661,18;39361,18;41061,18;35461,18;38361,18;41261,18;35961,76;37148,61;38335,46;39522,31;40709,16;41896,01;27861,18
64,00;31198,31;31798,31;32398,31;32998,31;41398,31;37260,00;39760,00;42260,00;31576,80;34276,80;36976,80;31648,31;33548,31;35448,31;37348,31;39248,31;41148,31;43048,31;33498,31;35798,31;38098,31;40398,31;42698,31;44998,31;32898,31;34598,31;36298,31;37998,31;39698,31;41398,31;35798,31;38698,31;41598,31;36357,81;37544,66;38731,51;39918,36;41105,21;42292,06;28198,31
65,00;31535,43;32135,43;32735,43;33335,43;41735,43;37640,00;40140,00;42640,00;31881,80;34581,80;37281,80;31985,43;33885,43;35785,43;37685,43;39585,43;41485,43;43385,43;33835,43;36135,43;38435,43;40735,43;43035,43;45335,43;33235,43;34935,43;36635,43;38335,43;40035,43;41735,43;36135,43;39035,43;41935,43;36753,86;37940,71;39127,56;40314,41;41501,26;42688,11;28535,43
66,00;31872,55;32472,55;33072,55;33672,55;42072,55;38020,00;40520,00;43020,00;32186,80;34886,80;37586,80;32322,55;34222,55;36122,55;38022,55;39922,55;41822,55;43722,55;34172,55;36472,55;38772,55;41072,55;43372,55;45672,55;33572,55;35272,55;36972,55;38672,55;40372,55;42072,55;36472,55;39372,55;42272,55;37149,91;38336,76;39523,61;40710,46;41897,31;43084,16;28872,55
67,00;32209,67;32809,67;33409,67;34009,67;42409,67;38400,00;40900,00;43400,00;32491,80;35191,80;37891,80;32659,67;34559,67;36459,67;38359,67;40259,67;42159,67;44059,67;34509,67;36809,67;39109,67;41409,67;43709,67;46009,67;33909,67;35609,67;37309,67;39009,67;40709,67;42409,67;36809,67;39709,67;42609,67;37545,96;38732,81;39919,66;41106,51;42293,36;43480,21;29209,67
68,00;32546,79;33146,79;33746,79;34346,79;42746,79;38780,00;41280,00;43780,00;32796,80;35496,80;38196,80;32996,79;34896,79;36796,79;38696,79;40596,79;42496,79;44396,79;34846,79;37146,79;39446,79;41746,79;44046,79;46346,79;34246,79;35946,79;37646,79;39346,79;41046,79;42746,79;37146,79;40046,79;42946,79;37942,01;39128,86;40315,71;41502,56;42689,41;43876,26;29546,79
69,00;32883,91;33483,91;34083,91;34683,91;43083,91;39160,00;41660,00;44160,00;33101,80;35801,80;38501,80;33333,91;35233,91;37133,91;39033,91;40933,91;42833,91;44733,91;35183,91;37483,91;39783,91;42083,91;44383,91;46683,91;34583,91;36283,91;37983,91;39683,91;41383,91;43083,91;37483,91;40383,91;43283,91;38338,05;39524,90;40711,75;41898,60;43085,45;44272,30;29883,91
